timestamp,temperature,humidity,rain_value,source
2026-08-29T09:57:44.674053,30.4,70.9,0,ESP32
2026-08-29T09:57:49.820119,30.3,70.9,0,ESP32
2026-08-29T09:57:55.011744,30.3,71.0,0,ESP32
2026-08-29T09:58:00.202712,30.4,71.0,0,ESP32
2026-08-29T09:58:05.459912,30.3,70.8,0,ESP32
2026-08-29T09:58:10.658530,30.3,71.1,0,ESP32
2026-08-29T09:58:15.845590,30.3,71.1,0,ESP32
2026-08-29T09:58:21.020279,30.3,71.2,0,ESP32
2026-08-29T09:58:26.219245,30.3,71.2,0,ESP32
2026-08-29T09:58:31.588790,30.3,71.2,0,ESP32
2026-08-29T09:58:36.810576,30.2,71.4,0,ESP32
2026-08-29T09:58:42.059166,30.2,71.5,0,ESP32
2026-08-29T09:58:47.258714,30.2,71.5,0,ESP32
2026-08-29T09:58:52.501660,30.2,71.5,0,ESP32
2026-08-29T09:59:01.088396,30.2,71.6,0,ESP32
2026-08-29T09:59:06.260496,30.2,71.4,0,ESP32
2026-08-29T09:59:11.740259,30.2,71.8,0,ESP32
2026-08-29T09:59:20.024703,30.2,71.8,0,ESP32
2026-08-29T09:59:25.221550,30.2,71.6,0,ESP32
2026-08-29T09:59:30.352720,30.2,70.7,0,ESP32
2026-08-29T09:59:45.670838,30.2,71.7,0,ESP32
2026-08-29T09:59:57.605803,30.2,71.8,0,ESP32
2026-08-29T10:00:13.067687,30.2,71.8,0,ESP32
2026-08-29T10:00:18.227567,30.1,71.8,0,ESP32
2026-08-29T10:00:23.387181,30.2,72.1,0,ESP32
2026-08-29T10:00:28.518888,30.0,66.0,0,ESP32
2026-08-29T10:00:33.709608,30.2,71.0,0,ESP32
2026-08-29T10:00:38.931918,30.2,71.8,0,ESP32
2026-08-29T10:00:44.199479,30.2,71.8,0,ESP32
2026-08-29T10:00:49.395570,30.1,71.8,0,ESP32
2026-08-29T10:00:54.518163,30.1,72.0,0,ESP32
2026-08-29T10:01:00.009880,30.0,72.0,0,ESP32
2026-08-29T10:01:05.166826,30.0,72.1,0,ESP32
2026-08-29T10:01:10.334462,30.0,72.1,0,ESP32
2026-08-29T10:01:15.529477,30.0,72.2,0,ESP32
2026-08-29T10:01:23.924069,30.0,72.3,0,ESP32
2026-08-29T10:01:29.050255,30.0,72.3,0,ESP32
2026-08-29T10:01:34.248615,30.0,72.5,0,ESP32
2026-08-29T10:01:39.409808,29.9,72.6,0,ESP32
2026-08-29T10:01:44.527592,30.0,72.6,0,ESP32
2026-08-29T10:01:50.184199,30.0,72.7,0,ESP32
2026-08-29T10:01:55.302079,30.0,72.7,0,ESP32
2026-08-29T10:02:00.432475,29.9,72.8,0,ESP32
2026-08-29T10:02:05.625454,29.9,72.9,0,ESP32
2026-08-29T10:02:10.785476,29.9,73.4,0,ESP32
2026-08-29T10:02:15.902731,29.9,73.0,0,ESP32
2026-08-29T10:02:21.027556,29.9,73.0,0,ESP32
2026-08-29T10:02:26.161170,29.9,73.0,0,ESP32
2026-08-29T10:03:00.224368,29.8,68.8,0,ESP32
2026-08-29T10:03:05.386356,30.1,72.6,0,ESP32
2026-08-29T10:03:10.548808,30.2,73.0,0,ESP32
2026-08-29T10:03:15.723477,30.0,73.1,0,ESP32
2026-08-29T10:03:20.909333,29.9,73.3,0,ESP32
2026-08-29T10:03:26.042281,29.9,73.4,0,ESP32
2026-08-29T10:03:31.172309,29.9,73.5,0,ESP32
2026-08-29T10:03:36.299626,29.9,73.7,0,ESP32
2026-08-29T10:03:41.427611,29.9,73.6,0,ESP32
2026-08-29T10:03:46.632614,29.9,73.6,0,ESP32
2026-08-29T10:03:51.771727,29.8,73.6,0,ESP32
2026-08-29T10:03:56.904479,29.9,73.7,0,ESP32
2026-08-29T10:04:02.073643,29.9,73.7,0,ESP32
2026-08-29T10:04:07.233974,29.9,73.8,0,ESP32
2026-08-29T10:04:12.352876,29.8,73.7,0,ESP32
2026-08-29T10:04:17.516161,29.9,73.8,0,ESP32
2026-08-29T10:04:22.637448,29.8,73.8,0,ESP32
2026-08-29T10:04:27.838096,29.9,73.9,0,ESP32
2026-08-29T10:04:43.033051,29.8,69.1,0,ESP32
2026-08-29T10:04:53.175918,30.1,73.7,0,ESP32
2026-08-29T10:04:58.307891,29.9,73.6,0,ESP32
2026-08-29T10:05:03.474246,30.1,73.6,0,ESP32
2026-08-29T10:05:08.634375,29.8,73.8,0,ESP32
2026-08-29T10:05:13.754220,29.8,73.8,0,ESP32
2026-08-29T10:05:18.956520,29.8,73.7,0,ESP32
2026-08-29T10:05:24.117621,29.8,73.6,0,ESP32
2026-08-29T10:05:29.234837,29.9,73.6,0,ESP32
2026-08-29T10:05:34.360163,29.9,73.5,0,ESP32
2026-08-29T10:05:39.483978,29.9,73.7,0,ESP32
2026-08-29T10:05:44.680036,29.9,73.3,0,ESP32
2026-08-29T10:05:49.840493,29.9,73.5,0,ESP32
2026-08-29T10:05:54.959808,29.9,73.4,0,ESP32
2026-08-29T10:06:00.088364,29.9,73.3,0,ESP32
2026-08-29T10:06:05.282655,30.0,73.2,0,ESP32
2026-08-29T10:06:10.443474,29.9,73.3,0,ESP32
2026-08-29T10:06:15.605035,30.0,73.1,0,ESP32
2026-08-29T10:06:20.806742,30.1,73.1,0,ESP32
2026-08-29T10:06:25.942897,30.0,73.0,0,ESP32
2026-08-29T10:06:31.127269,30.1,72.9,0,ESP32
2026-08-29T10:06:36.289978,30.2,72.9,0,ESP32
2026-08-29T10:06:41.417947,30.2,72.8,0,ESP32
2026-08-29T10:06:46.548941,30.3,72.6,0,ESP32
2026-08-29T10:06:51.731013,30.3,72.5,0,ESP32
2026-08-29T10:06:56.853690,30.4,72.3,0,ESP32
2026-08-29T10:07:02.053420,30.5,72.0,0,ESP32
2026-08-29T10:07:07.189095,30.5,71.8,0,ESP32
2026-08-29T10:07:12.320279,30.5,71.6,0,ESP32
2026-08-29T10:07:17.447348,30.6,71.4,0,ESP32
2026-08-29T10:07:22.577108,30.7,71.2,0,ESP32
2026-08-29T10:07:27.755641,30.7,71.2,0,ESP32
2026-08-29T10:07:32.887652,30.8,70.7,0,ESP32
2026-08-29T10:07:43.095444,31.5,70.8,0,ESP32
2026-08-29T10:07:48.257152,31.0,70.0,0,ESP32
2026-08-29T10:07:53.382706,31.0,69.8,0,ESP32
2026-08-29T10:07:58.536665,31.2,69.5,0,ESP32
2026-08-29T10:08:03.663403,31.2,69.4,0,ESP32
2026-08-29T10:08:08.859524,31.2,69.1,0,ESP32
2026-08-29T10:08:14.020660,31.3,68.7,0,ESP32
2026-08-29T10:08:21.588629,31.3,68.5,0,ESP32
2026-08-29T10:08:26.759086,31.3,68.4,0,ESP32
2026-08-29T10:08:31.888208,31.4,68.1,0,ESP32
2026-08-29T10:08:37.081798,31.4,68.0,0,ESP32
2026-08-29T10:08:42.262752,31.4,67.7,0,ESP32
2026-08-29T10:08:47.393705,31.5,67.3,0,ESP32
2026-08-29T10:08:52.562942,31.5,67.1,0,ESP32
2026-08-29T10:09:06.366671,31.6,63.4,0,ESP32
2026-08-29T10:09:11.523951,31.7,66.4,0,ESP32
2026-08-29T10:09:16.664497,31.6,66.6,0,ESP32
2026-08-29T10:09:21.849535,31.6,66.6,0,ESP32
2026-08-29T10:09:27.010184,31.6,66.3,0,ESP32
2026-08-29T10:09:32.124259,31.6,66.3,0,ESP32
2026-08-29T10:09:37.291373,31.6,66.3,0,ESP32
2026-08-29T10:09:42.451030,31.6,66.2,0,ESP32
2026-08-29T10:09:47.640398,31.6,66.3,0,ESP32
2026-08-29T10:09:52.816778,31.6,66.2,0,ESP32
2026-08-29T10:09:57.941028,31.6,66.3,0,ESP32
2026-08-29T10:10:03.138482,31.5,66.3,0,ESP32
2026-08-29T10:10:08.299678,31.6,66.3,0,ESP32
2026-08-29T10:10:13.460351,31.5,66.3,0,ESP32
2026-08-29T10:10:18.584897,31.5,66.4,0,ESP32
2026-08-29T10:10:23.720441,31.5,66.4,0,ESP32
2026-08-29T10:10:28.902596,31.5,66.4,0,ESP32
2026-08-29T10:10:34.024206,31.5,66.4,0,ESP32
2026-08-29T10:10:39.183688,31.5,66.4,0,ESP32
2026-08-29T10:10:44.344726,31.5,66.4,0,ESP32
2026-08-29T10:10:49.504644,31.6,66.4,0,ESP32
2026-08-29T10:10:54.666501,31.6,66.3,0,ESP32
2026-08-29T10:10:59.828286,31.6,66.3,0,ESP32
2026-08-29T10:11:04.953559,31.6,66.3,0,ESP32
2026-08-29T10:11:10.149095,31.6,66.2,0,ESP32
2026-08-29T10:11:15.311624,31.6,66.1,0,ESP32
2026-08-29T10:11:20.443919,31.5,66.2,0,ESP32
2026-08-29T10:11:25.572107,31.5,66.3,0,ESP32
2026-08-29T10:11:30.752349,31.4,66.5,0,ESP32
2026-08-29T10:11:35.884394,31.4,66.6,0,ESP32
2026-08-29T10:11:42.188476,31.3,66.7,0,ESP32
2026-08-29T10:11:50.905485,31.3,63.2,0,ESP32
2026-08-29T10:11:56.105872,31.3,63.5,0,ESP32
2026-08-29T10:12:06.470139,30.9,64.3,0,ESP32
2026-08-29T10:12:11.672111,31.2,67.5,0,ESP32
2026-08-29T10:12:16.807257,31.1,67.8,0,ESP32
2026-08-29T10:12:22.011106,31.0,68.1,0,ESP32
2026-08-29T10:12:27.156050,31.0,68.3,0,ESP32
2026-08-29T10:12:32.357261,30.9,68.6,0,ESP32
2026-08-29T10:12:44.534377,30.8,65.4,0,ESP32
2026-08-29T10:12:49.734634,30.8,68.7,0,ESP32
2026-08-29T10:12:54.936057,30.7,69.4,0,ESP32
2026-08-29T10:13:00.058055,30.7,69.6,0,ESP32
2026-08-29T10:13:05.189835,30.6,66.7,0,ESP32
2026-08-29T10:13:18.989788,-21.0,90.3,0,ESP32
2026-08-29T10:13:24.171354,30.5,70.3,0,ESP32
2026-08-29T10:13:29.373477,30.5,70.4,0,ESP32
2026-08-29T10:13:57.574773,32.2,69.9,0,ESP32
2026-08-29T10:14:07.793950,30.6,70.6,0,ESP32
2026-08-29T10:14:12.918851,30.5,70.7,0,ESP32
2026-08-29T10:14:18.115469,30.5,70.7,0,ESP32
2026-08-29T10:14:23.234287,30.4,70.8,0,ESP32
2026-08-29T10:14:28.437308,30.4,70.8,0,ESP32
2026-08-29T10:14:33.598594,30.4,71.0,0,ESP32
2026-08-29T10:14:38.719709,30.5,70.8,0,ESP32
2026-08-29T10:14:43.839688,30.5,70.8,0,ESP32
2026-08-29T10:14:48.999399,30.5,70.8,0,ESP32
2026-08-29T10:14:54.160426,30.5,70.8,0,ESP32
2026-08-29T10:14:59.362140,30.5,70.8,0,ESP32
2026-08-29T10:15:04.490324,30.5,70.7,0,ESP32
2026-08-29T10:15:09.663780,30.5,70.7,0,ESP32
2026-08-29T10:15:14.784081,30.9,70.5,0,ESP32
2026-08-29T10:15:19.915878,30.5,70.7,0,ESP32
2026-08-29T10:15:25.085158,30.6,70.5,0,ESP32
2026-08-29T10:15:30.211693,30.6,70.6,0,ESP32
2026-08-29T10:15:35.407473,30.5,70.5,0,ESP32
2026-08-29T10:15:40.524888,30.6,70.4,0,ESP32
2026-08-29T10:15:45.729123,30.6,70.3,0,ESP32
2026-08-29T10:15:50.890366,30.7,70.3,0,ESP32
2026-08-29T10:15:56.017956,30.7,70.2,0,ESP32
2026-08-29T10:16:01.156223,30.7,70.2,0,ESP32
2026-08-29T10:16:06.332140,30.7,70.0,0,ESP32
2026-08-29T10:16:11.533868,30.7,70.0,0,ESP32
2026-08-29T10:16:16.695656,30.7,69.8,0,ESP32
2026-08-29T10:16:21.897341,30.7,69.8,0,ESP32
2026-08-29T10:16:27.063594,30.7,69.7,0,ESP32
2026-08-29T10:16:32.258332,30.8,69.7,0,ESP32
2026-08-29T10:16:37.390620,30.8,69.6,0,ESP32
2026-08-29T10:16:42.580589,30.8,69.6,0,ESP32
2026-08-29T10:16:47.742827,30.8,69.6,0,ESP32
2026-08-29T10:16:52.944619,30.8,69.5,0,ESP32
2026-08-29T10:16:58.072534,30.8,69.5,0,ESP32
2026-08-29T10:17:03.202640,30.8,69.4,0,ESP32
2026-08-29T10:17:08.387551,30.8,69.5,0,ESP32
2026-08-29T10:17:13.588601,30.8,69.5,0,ESP32
2026-08-29T10:17:18.749705,30.8,69.6,0,ESP32
2026-08-29T10:17:23.910868,30.7,69.6,0,ESP32
2026-08-29T10:17:29.072053,30.8,69.6,0,ESP32
2026-08-29T10:17:34.251688,30.7,69.6,0,ESP32
2026-08-29T10:17:39.435311,30.7,69.6,0,ESP32
2026-08-29T10:17:44.595485,30.7,69.6,0,ESP32
2026-08-29T10:17:49.797488,30.7,69.5,0,ESP32
2026-08-29T10:17:54.958653,30.5,69.5,0,ESP32
2026-08-29T10:18:00.089318,30.7,69.7,0,ESP32
2026-08-29T10:18:05.278864,30.7,69.7,0,ESP32
2026-08-29T10:18:10.396335,30.7,69.8,0,ESP32
2026-08-29T10:18:15.602343,30.7,69.9,0,ESP32
2026-08-29T10:18:20.767550,30.7,70.0,0,ESP32
2026-08-29T10:18:25.954199,30.7,70.0,0,ESP32
2026-08-29T10:18:31.125155,30.7,70.0,0,ESP32
2026-08-29T10:18:36.255578,30.7,70.0,0,ESP32
2026-08-29T10:18:41.387866,30.7,70.0,0,ESP32
2026-08-29T10:18:46.515508,30.7,70.0,0,ESP32
2026-08-29T10:18:51.688763,30.7,70.0,0,ESP32
2026-08-29T10:18:56.848550,30.7,70.0,0,ESP32
2026-08-29T10:19:02.010064,30.7,70.0,0,ESP32
2026-08-29T10:19:07.172347,30.7,70.0,0,ESP32
2026-08-29T10:19:12.373065,30.6,70.1,0,ESP32
2026-08-29T10:19:17.534266,30.7,70.1,0,ESP32
2026-08-29T10:19:22.651507,30.6,70.0,0,ESP32
2026-08-29T10:19:27.816763,30.7,70.1,0,ESP32
2026-08-29T10:19:32.977446,30.6,70.2,0,ESP32
2026-08-29T10:19:38.102147,30.7,70.1,0,ESP32
2026-08-29T10:19:43.298218,30.7,70.1,0,ESP32
2026-08-29T10:19:48.498311,30.7,70.0,0,ESP32
2026-08-29T10:19:53.631847,30.7,70.0,0,ESP32
2026-08-29T10:19:58.821977,30.7,70.0,0,ESP32
2026-08-29T10:20:03.963262,30.7,69.9,0,ESP32
2026-08-29T10:20:09.144845,30.7,70.0,0,ESP32
2026-08-29T10:20:14.262538,30.7,70.0,0,ESP32
2026-08-29T10:20:19.425381,30.7,70.0,0,ESP32
2026-08-29T10:20:24.586262,30.7,69.9,0,ESP32
2026-08-29T10:20:29.713689,30.7,69.9,0,ESP32
2026-08-29T10:20:34.907738,30.6,70.0,0,ESP32
2026-08-29T10:20:40.077019,30.6,70.0,0,ESP32
2026-08-29T10:20:45.270645,30.7,70.2,0,ESP32
2026-08-29T10:20:50.431401,30.6,70.1,0,ESP32
2026-08-29T10:20:55.621142,30.6,70.2,0,ESP32
2026-08-29T10:21:00.794373,30.6,70.2,0,ESP32
2026-08-29T10:21:05.955662,30.6,70.2,0,ESP32
2026-08-29T10:21:11.116968,30.6,70.3,0,ESP32
2026-08-29T10:21:16.279673,30.5,70.3,0,ESP32
2026-08-29T10:21:21.438804,30.5,70.4,0,ESP32
2026-08-29T10:21:26.572449,30.5,70.3,0,ESP32
2026-08-29T10:21:31.752233,30.5,70.4,0,ESP32
2026-08-29T10:21:36.921364,30.5,70.5,0,ESP32
2026-08-29T10:21:42.048755,30.5,70.6,0,ESP32
2026-08-29T10:21:47.195642,30.5,70.8,0,ESP32
2026-08-29T10:21:52.363636,30.5,70.7,0,ESP32
2026-08-29T10:21:57.543549,30.5,70.6,0,ESP32
2026-08-29T10:22:02.724946,30.5,70.7,0,ESP32
2026-08-29T10:22:07.841739,30.5,70.5,0,ESP32
2026-08-29T10:22:13.005855,30.5,70.6,0,ESP32
2026-08-29T10:22:18.208758,30.4,70.8,0,ESP32
2026-08-29T10:22:23.342231,30.4,70.7,0,ESP32
2026-08-29T10:22:28.531088,30.4,70.6,0,ESP32
2026-08-29T10:22:33.692985,30.3,70.8,0,ESP32
2026-08-29T10:22:38.843166,30.3,71.0,0,ESP32
2026-08-29T10:22:43.970813,30.3,71.1,0,ESP32
2026-08-29T10:22:49.134466,30.3,71.2,0,ESP32
2026-08-29T10:22:54.261887,30.3,71.3,0,ESP32
2026-08-29T10:22:59.392887,30.3,71.2,0,ESP32
2026-08-29T10:23:04.576187,30.3,71.3,0,ESP32
2026-08-29T10:23:09.696203,30.3,71.1,0,ESP32
2026-08-29T10:23:14.926655,30.4,71.2,0,ESP32
2026-08-29T10:23:20.049916,30.3,71.1,0,ESP32
2026-08-29T10:23:25.220074,30.4,71.1,0,ESP32
2026-08-29T10:23:30.381021,30.4,71.1,0,ESP32
2026-08-29T10:23:37.905454,30.4,71.1,0,ESP32
2026-08-29T10:23:43.079267,30.4,71.1,0,ESP32
2026-08-29T10:23:48.202402,30.4,71.1,0,ESP32
2026-08-29T10:23:53.334705,30.5,71.0,0,ESP32
2026-08-29T10:23:58.525556,30.5,71.0,0,ESP32
2026-08-29T10:24:03.722978,30.5,67.3,0,ESP32
2026-08-29T10:24:08.924509,30.5,70.3,0,ESP32
2026-08-29T10:24:14.086001,30.4,70.8,0,ESP32
2026-08-29T10:24:19.211325,30.5,70.7,0,ESP32
2026-08-29T10:24:24.407608,30.5,70.7,0,ESP32
